loc	ensg	name	tss_loc	strand
chr19:7069455-7087979	ENSG00000130544	ZNF557	chr19:7069455-7069455	1
chr16:55357672-55364672	ENSG00000159387	IRX6	chr16:55357672-55357672	1
chr3:189349205-189615068	ENSG00000073282	TP63	chr3:189349205-189349205	1
chr6:27418522-27440897	ENSG00000096654	ZNF184	chr6:27440897-27440897	-1
chr19:57831877-57842144	ENSG00000178229	ZNF543	chr19:57831877-57831877	1
chr20:30193086-30194318	ENSG00000125968	ID1	chr20:30193086-30193086	1
chr2:174771187-174830430	ENSG00000172845	SP3	chr2:174830430-174830430	-1
chr6:166571144-166582188	ENSG00000164458	T	chr6:166582188-166582188	-1
chr17:74132414-74137380	ENSG00000129654	FOXJ1	chr17:74137380-74137380	-1
chr19:21579921-21610375	ENSG00000196268	ZNF493	chr19:21579921-21579921	1
chr19:52657117-52674896	ENSG00000196267	ZNF836	chr19:52674896-52674896	-1
chr19:57019212-57041590	ENSG00000196263	ZNF471	chr19:57019212-57019212	1
chr10:129535499-129539450	ENSG00000186766	FOXI2	chr10:129535499-129535499	1
chr21:40177231-40196879	ENSG00000157557	ETS2	chr21:40177231-40177231	1
chr21:39751949-40033704	ENSG00000157554	ERG	chr21:40033704-40033704	-1
chr2:178092323-178257425	ENSG00000116044	NFE2L2	chr2:178257425-178257425	-1
chr7:1272543-1276954	ENSG00000164853	UNCX	chr7:1272543-1272543	1
chr19:44609616-44617298	ENSG00000186019	AC084219.4	chr19:44617298-44617298	-1
chr3:179040779-179053323	ENSG00000121864	ZNF639	chr3:179040779-179040779	1
chr2:177015950-177017954	ENSG00000170166	HOXD4	chr2:177015950-177015950	1
chr7:44788180-44809477	ENSG00000122515	ZMIZ2	chr7:44788180-44788180	1
chr19:36936021-36980804	ENSG00000186017	ZNF566	chr19:36980804-36980804	-1
chr19:57050317-57068169	ENSG00000196867	ZFP28	chr19:57050317-57050317	1
chr2:105471969-105476929	ENSG00000198914	POU3F3	chr2:105471969-105471969	1
chr19:58411664-58427978	ENSG00000173480	ZNF417	chr19:58427978-58427978	-1
chr6:34505579-34524110	ENSG00000124664	SPDEF	chr6:34524110-34524110	-1
chr7:130417401-130418888	ENSG00000174595	KLF14	chr7:130418888-130418888	-1
chr2:102013823-102091165	ENSG00000196460	RFX8	chr2:102091165-102091165	-1
chr19:12500830-12512085	ENSG00000196466	ZNF799	chr19:12512085-12512085	-1
chr19:55987699-55995854	ENSG00000197483	ZNF628	chr19:55987699-55987699	1
chr3:49924435-49941299	ENSG00000164078	MST1R	chr3:49941299-49941299	-1
chr16:30613879-30635333	ENSG00000156853	ZNF689	chr16:30635333-30635333	-1
chr1:211431719-211489727	ENSG00000117625	RCOR3	chr1:211431719-211431719	1
chr19:21905568-21950430	ENSG00000197020	ZNF100	chr19:21950430-21950430	-1
chr7:148823508-148880116	ENSG00000197024	ZNF398	chr7:148823508-148823508	1
chr10:135050908-135055433	ENSG00000151650	VENTX	chr10:135050908-135050908	1
chr19:11832080-11849824	ENSG00000197933	ZNF823	chr19:11849824-11849824	-1
chr6:28962562-28973093	ENSG00000197935	ZNF311	chr6:28973093-28973093	-1
chr19:53627325-53662328	ENSG00000197937	ZNF347	chr19:53662328-53662328	-1
chr7:97841566-97842271	ENSG00000180535	BHLHA15	chr7:97841566-97841566	1
chr19:58180303-58190520	ENSG00000180532	ZSCAN4	chr19:58180303-58180303	1
chr4:17844839-18023499	ENSG00000178177	LCORL	chr4:18023499-18023499	-1
chr5:71738479-71803554	ENSG00000178175	ZNF366	chr5:71803554-71803554	-1
chrX:136648301-136659850	ENSG00000156925	ZIC3	chrX:136648301-136648301	1
chr12:133613878-133639885	ENSG00000198040	ZNF84	chr12:133613878-133613878	1
chr21:44394620-44453691	ENSG00000160199	PKNOX1	chr21:44394620-44394620	1
chr19:56950694-56989434	ENSG00000198046	ZNF667	chr19:56989434-56989434	-1
chr1:249144205-249153343	ENSG00000171163	ZNF692	chr1:249153343-249153343	-1
chr2:5832799-5841516	ENSG00000176887	SOX11	chr2:5832799-5832799	1
chr6:21593972-21598847	ENSG00000124766	SOX4	chr6:21593972-21593972	1
chr19:21264965-21308073	ENSG00000160352	ZNF714	chr19:21264965-21264965	1
chr14:75745477-75748933	ENSG00000170345	FOS	chr14:75745477-75745477	1
chrX:119205848-119211707	ENSG00000203989	RHOXF2B	chrX:119211707-119211707	-1
chr19:58978423-58984945	ENSG00000083812	ZNF324	chr19:58978423-58978423	1
chr16:71481500-71496998	ENSG00000167377	ZNF23	chr16:71496998-71496998	-1
chr19:58231119-58238992	ENSG00000083814	ZNF671	chr19:58238992-58238992	-1
chr19:58082934-58090295	ENSG00000083817	ZNF416	chr19:58090295-58090295	-1
chr20:43935491-43945803	ENSG00000124232	RBPJL	chr20:43935491-43935491	1
chr12:124456392-124499986	ENSG00000179195	ZNF664	chr12:124456392-124456392	1
chr19:37128094-37157755	ENSG00000197808	ZNF461	chr19:37157755-37157755	-1
chr6:7107830-7252213	ENSG00000124782	RREB1	chr6:7107830-7107830	1
chr9:841690-969090	ENSG00000137090	DMRT1	chr9:841690-841690	1
chr12:103351464-103354294	ENSG00000139352	ASCL1	chr12:103351464-103351464	1
chr11:63678693-63684316	ENSG00000167771	RCOR2	chr11:63684316-63684316	-1
chr19:58361225-58376480	ENSG00000198466	ZNF587	chr19:58361225-58361225	1
chr19:52800430-52829175	ENSG00000198464	ZNF480	chr19:52800430-52800430	1
chr17:1957448-1962980	ENSG00000177374	HIC1	chr17:1957448-1957448	1
chr6:28109688-28127250	ENSG00000198315	ZKSCAN8	chr6:28109688-28109688	1
chr12:55413729-55423798	ENSG00000123307	NEUROD4	chr12:55413729-55413729	1
chr1:3569084-3652765	ENSG00000078900	TP73	chr1:3569084-3569084	1
chr4:38665817-38702663	ENSG00000109787	KLF3	chr4:38665817-38665817	1
chr9:115800660-115819039	ENSG00000136866	ZFP37	chr9:115819039-115819039	-1
chr19:36827162-36870101	ENSG00000142065	ZFP14	chr19:36870101-36870101	-1
chr19:58360099-58400442	ENSG00000204514	ZNF814	chr19:58400442-58400442	-1
chr8:123793633-123986750	ENSG00000178764	ZHX2	chr8:123793633-123793633	1
chr6:151977826-152450754	ENSG00000091831	ESR1	chr6:151977826-151977826	1
chr16:67876213-67878097	ENSG00000168286	THAP11	chr16:67876213-67876213	1
chr19:58193337-58202022	ENSG00000204519	ZNF551	chr19:58193337-58193337	1
chr19:52901102-52921665	ENSG00000167555	ZNF528	chr19:52901102-52901102	1
chr19:50431959-50437192	ENSG00000169136	ATF5	chr19:50431959-50431959	1
chr5:178138593-178157703	ENSG00000169131	ZNF354A	chr5:178157703-178157703	-1
chr19:37997841-38039664	ENSG00000188227	ZNF793	chr19:37997841-37997841	1
chr19:53611132-53636330	ENSG00000170954	ZNF415	chr19:53636330-53636330	-1
chr14:23741666-23768656	ENSG00000215271	HOMEZ	chr14:23768656-23768656	-1
chr15:74833518-74890472	ENSG00000179361	ARID3B	chr15:74833518-74833518	1
chr15:85144217-85171027	ENSG00000176371	ZSCAN2	chr15:85144217-85144217	1
chr2:237073879-237077012	ENSG00000168505	GBX2	chr2:237077012-237077012	-1
chr8:144349603-144359101	ENSG00000250571	GLI4	chr8:144349603-144349603	1
chr6:26216428-26216872	ENSG00000187990	HIST1H2BG	chr6:26216872-26216872	-1
chr6:28212401-28227011	ENSG00000187626	ZKSCAN4	chr6:28227011-28227011	-1
chr22:29190543-29196585	ENSG00000100219	XBP1	chr22:29196585-29196585	-1
chr1:200375827-200379184	ENSG00000162702	ZNF281	chr1:200379184-200379184	-1
chr3:114056941-114866118	ENSG00000181722	ZBTB20	chr3:114866118-114866118	-1
chr6:35226686-35263762	ENSG00000065029	ZNF76	chr6:35226686-35226686	1
chr19:56598732-56632649	ENSG00000142409	ZNF787	chr19:56632649-56632649	-1
chr6:87862551-87973914	ENSG00000188994	ZNF292	chr6:87862551-87862551	1
chr11:128328656-128457437	ENSG00000134954	ETS1	chr11:128457437-128457437	-1
chr10:103989943-104001231	ENSG00000107859	PITX3	chr10:104001231-104001231	-1
chr6:42192669-42419789	ENSG00000124496	TRERF1	chr6:42419789-42419789	-1
chr2:169312372-169631644	ENSG00000172292	CERS6	chr2:169312372-169312372	1
chr1:160336857-160342638	ENSG00000171786	NHLH1	chr1:160336857-160336857	1
chr1:92940319-92952433	ENSG00000162676	GFI1	chr1:92952433-92952433	-1
chr11:129769601-129872730	ENSG00000170325	PRDM10	chr11:129872730-129872730	-1
chr2:10182976-10194963	ENSG00000172059	KLF11	chr2:10182976-10182976	1
chr16:3179778-3192806	ENSG00000085644	ZNF213	chr16:3179778-3179778	1
chr2:1792885-2335032	ENSG00000186487	MYT1L	chr2:2335032-2335032	-1
chr1:38509523-38512450	ENSG00000185668	POU3F1	chr1:38512450-38512450	-1
chr1:6304252-6305638	ENSG00000173673	HES3	chr1:6304252-6304252	1
chr12:27485787-27576241	ENSG00000029153	ARNTL2	chr12:27485787-27485787	1
chr11:118992297-119006752	ENSG00000172273	HINFP	chr11:118992297-118992297	1
chr18:72922710-73001905	ENSG00000179981	TSHZ1	chr18:72922710-72922710	1
chr2:172964167-172967628	ENSG00000115844	DLX2	chr2:172967628-172967628	-1
chr3:27757440-27764206	ENSG00000163508	EOMES	chr3:27764206-27764206	-1
chr2:191894302-192016322	ENSG00000138378	STAT4	chr2:192016322-192016322	-1
chr1:6472478-6484730	ENSG00000069812	HES2	chr1:6484730-6484730	-1
chrX:134382867-134478012	ENSG00000186376	ZNF75D	chrX:134478012-134478012	-1
chr20:30780306-30795594	ENSG00000126003	PLAGL2	chr20:30795594-30795594	-1
chrX:134478721-134497077	ENSG00000173275	ZNF449	chrX:134478721-134478721	1
chr21:43406940-43430496	ENSG00000173276	ZBTB21	chr21:43430496-43430496	-1
chr19:1576639-1592882	ENSG00000071655	MBD3	chr19:1592882-1592882	-1
chr19:53430388-53466164	ENSG00000180257	ZNF816	chr19:53466164-53466164	-1
chr2:121974163-122042783	ENSG00000115112	TFCP2L1	chr2:122042783-122042783	-1
chr4:7043626-7059679	ENSG00000173011	TADA2B	chr4:7043626-7043626	1
chr1:205577071-205601090	ENSG00000158711	ELK4	chr1:205601090-205601090	-1
chr12:53773960-53810230	ENSG00000185591	SP1	chr12:53773960-53773960	1
chr19:12721732-12742735	ENSG00000173875	ZNF791	chr19:12721732-12721732	1
chr17:4981543-4999669	ENSG00000180787	ZFP3	chr17:4981543-4981543	1
chr1:26688125-26701013	ENSG00000176083	ZNF683	chr1:26701013-26701013	-1
chr1:36038971-36060929	ENSG00000116819	TFAP2E	chr1:36038971-36038971	1
chr6:100832891-100912805	ENSG00000112246	SIM1	chr6:100912805-100912805	-1
chr1:149858525-149858961	ENSG00000184260	HIST2H2AC	chr1:149858525-149858525	1
chr19:58595205-58629794	ENSG00000121413	ZSCAN18	chr19:58629794-58629794	-1
chr8:128426535-128432311	ENSG00000212993	POU5F1B	chr8:128426535-128426535	1
chr6:31867384-31869769	ENSG00000204366	ZBTB12	chr6:31869769-31869769	-1
chr19:58141761-58154147	ENSG00000121417	ZNF211	chr19:58141761-58141761	1
chr19:52772824-52795977	ENSG00000196214	ZNF766	chr19:52772824-52772824	1
chr3:47626762-47823596	ENSG00000173473	SMARCC1	chr3:47823596-47823596	-1
chr10:104153867-104162281	ENSG00000077150	NFKB2	chr10:104153867-104153867	1
chr19:44576297-44593766	ENSG00000186026	ZNF284	chr19:44576297-44576297	1
chr10:71331454-71332994	ENSG00000122859	NEUROG3	chr10:71332994-71332994	-1
chr19:37025676-37096178	ENSG00000186020	ZNF529	chr19:37096178-37096178	-1
chr10:111967363-112047123	ENSG00000119950	MXI1	chr10:111967363-111967363	1
chr17:41717756-41739322	ENSG00000005102	MEOX1	chr17:41739322-41739322	-1
chr1:18957500-19075360	ENSG00000009709	PAX7	chr1:18957500-18957500	1
chr16:89786808-89807311	ENSG00000158805	ZNF276	chr16:89786808-89786808	1
chr1:53925072-53933161	ENSG00000143006	DMRTB1	chr1:53925072-53925072	1
chr7:150065879-150109558	ENSG00000196456	ZNF775	chr7:150065879-150065879	1
chr11:130096572-130184581	ENSG00000196323	ZBTB44	chr11:130184581-130184581	-1
chr7:149128454-149158214	ENSG00000196453	ZNF777	chr7:149158214-149158214	-1
chr14:61110133-61124977	ENSG00000126778	SIX1	chr14:61124977-61124977	-1
chr12:133498019-133532892	ENSG00000196458	ZNF605	chr12:133532892-133532892	-1
chr8:49830249-49834299	ENSG00000019549	SNAI2	chr8:49834299-49834299	-1
chr19:53662466-53696639	ENSG00000197497	ZNF665	chr19:53696639-53696639	-1
chr13:37418968-37494902	ENSG00000120693	SMAD9	chr13:37494902-37494902	-1
chr13:41506056-41635576	ENSG00000120690	ELF1	chr13:41635576-41635576	-1
chr19:19896648-19932560	ENSG00000081665	ZNF506	chr19:19932560-19932560	-1
chr2:175199674-175203220	ENSG00000217236	SP9	chr2:175199674-175199674	1
chr2:95813075-95831158	ENSG00000144026	ZNF514	chr2:95831158-95831158	-1
chr4:419604-492945	ENSG00000182903	ZNF721	chr4:492945-492945	-1
chr5:56215429-56267502	ENSG00000155545	MIER3	chr5:56267502-56267502	-1
chr2:176964458-176966408	ENSG00000170178	HOXD12	chr2:176964458-176964458	1
chr14:24834879-24848810	ENSG00000100968	NFATC4	chr14:24834879-24834879	1
chr5:153854532-153857824	ENSG00000113196	HAND1	chr5:153857824-153857824	-1
chr7:99214569-99230030	ENSG00000197037	ZSCAN25	chr7:99214569-99214569	1
chr4:148999913-149365850	ENSG00000151623	NR3C2	chr4:149365850-149365850	-1
chr19:53731577-53758151	ENSG00000197928	ZNF677	chr19:53758151-53758151	-1
chr10:102495360-102589698	ENSG00000075891	PAX2	chr10:102495360-102495360	1
chr20:22561643-22566093	ENSG00000125798	FOXA2	chr20:22566093-22566093	-1
chr1:2460184-2461684	ENSG00000197921	HES5	chr1:2461684-2461684	-1
chr20:25051521-25062996	ENSG00000100987	VSX1	chr20:25062996-25062996	-1
chr2:85360533-85537511	ENSG00000152284	TCF7L1	chr2:85360533-85360533	1
chr9:95607874-95640304	ENSG00000127081	ZNF484	chr9:95640304-95640304	-1
